OMNIWeb Plus Browser Results

Listing for omni_min data from 20130514 to 20130514
Selected parameters:
 1 BX, nT (GSE, GSM)
 2 BY, nT (GSM)
 3 BZ, nT (GSM)
 4 Vx Velocity,km/s
 5 Proton Density, n/cc
 6 AL-index, nT
 7 AU-index, nT
 8 SYM/H, nT
 9 ASY/H, nT

YYYY DOY HR MN      1       2       3       4      5     6     7     8     9 
2013 134  0 31    2.13    2.33    3.40  -364.0   7.78   -89    21    19    26
2013 134  0 32    2.20    2.88    3.18  -365.8   7.52   -90    21    20    26
2013 134  0 33    2.00    2.55    3.00  -364.7   7.32   -90    21    20    26
2013 134  0 34    3.57    1.98    2.94  -364.5   7.13   -90    21    20    26
2013 134  0 35    1.83    1.36    2.93  -367.6   9.25   -89    22    20    26
2013 134  0 36    3.51    2.05    2.74  -367.6   9.25   -89    24    20    24
2013 134  0 37    3.18    2.01    2.57 99999.9 999.99   -90    24    20    25
2013 134  0 38    1.86    1.49    3.14 99999.9 999.99   -89    24    20    25
2013 134  0 39    3.05    1.83    2.66 99999.9 999.99   -89    24    20    25
2013 134  0 40    2.81    1.55    2.89 99999.9 999.99   -88    22    20    25
2013 134  0 41    2.24    1.39    3.15  -369.2   8.46   -89    21    20    25
2013 134  0 42    2.83    1.66    2.86  -369.2   8.46   -90    21    20    25
2013 134  0 43    2.48    1.41    3.10  -369.2   8.46   -90    22    20    25
2013 134  0 44    2.52    1.44    2.93 99999.9 999.99   -90    23    20    25
2013 134  0 45    2.60    1.14    3.08  -362.3   8.47   -88    24    20    25
2013 134  0 46    2.92    0.78    2.95  -365.9   8.65   -88    25    20    25
2013 134  0 47    2.95    1.05    2.83  -368.7   8.38   -89    25    21    25
2013 134  0 48    3.07    0.94    2.68  -368.8   8.25   -89    24    20    24
2013 134  0 49    2.90    1.41    2.66 99999.9 999.99   -88    24    20    24
2013 134  0 50    2.94    1.22    2.78 99999.9 999.99   -87    23    20    24
2013 134  0 51    3.19    0.97    2.70 99999.9 999.99   -88    23    20    24
2013 134  0 52    3.31    0.80    2.75 99999.9 999.99   -88    22    20    24
2013 134  0 53    2.52    1.76    2.79 99999.9 999.99   -87    23    20    24
2013 134  0 54    1.87    3.40    1.92 99999.9 999.99   -87    23    20    23
2013 134  0 55 9999.99 9999.99 9999.99 99999.9 999.99   -86    23    20    23
2013 134  0 56    2.77    1.28    2.79 99999.9 999.99   -85    22    20    23
2013 134  0 57    3.42    1.20    2.72 99999.9 999.99   -85    21    20    24
2013 134  0 58    3.26    1.23    2.74  -373.2   8.68   -86    21    20    24
2013 134  0 59    2.93    1.15    2.89  -373.2   8.68   -86    21    20    24
2013 134  1  0    3.34    0.84    2.86  -373.6   8.67   -86    21    20    24
2013 134  1  1    3.24    0.78    2.71  -373.4   8.65   -86    21    20    24
2013 134  1  2    3.09    1.12    2.83  -368.8   9.11   -86    21    21    24
2013 134  1  3    3.57    0.32    2.66  -365.1   9.50   -87    22    20    25
2013 134  1  4    3.47   -0.21    2.48  -373.3   8.29   -87    23    20    25
2013 134  1  5    2.52    0.47    2.63  -367.6   8.78   -88    24    20    27
2013 134  1  6    3.48   -1.57    1.95  -366.0   8.91   -91    25    21    30
2013 134  1  7    3.62   -1.08    2.05  -371.7   8.65   -93    24    21    33
2013 134  1  8    3.02   -0.74    2.18  -371.7   8.65   -97    24    22    38
2013 134  1  9    3.23   -2.07    1.16  -372.0   9.40  -104    24    22    44
2013 134  1 10    1.13   -3.58   -1.13  -372.0   9.50  -111    26    23    51
2013 134  1 11    1.45   -3.57   -1.06  -359.4   8.69  -115    27    23    56
2013 134  1 12    1.27   -3.63   -1.05  -359.4   8.69  -117    27    24    62
2013 134  1 13    1.51   -3.56   -0.36  -361.5   9.35  -119    28    24    64
2013 134  1 14    1.32   -3.71   -0.42  -361.2   9.36  -120    32    24    64
2013 134  1 15    1.22   -3.71   -0.55  -359.4   9.21  -113    34    23    64
2013 134  1 16    1.33   -3.64   -0.42  -358.4   8.76  -109    35    23    59
2013 134  1 17    2.08   -3.26    0.93  -358.4   8.76  -108    33    22    56
2013 134  1 18    1.85   -3.57    0.14  -358.4   8.76  -111    26    22    55
2013 134  1 19 9999.99 9999.99 9999.99 99999.9 999.99  -108    25    22    53
2013 134  1 20    1.98   -3.51    0.08 99999.9 999.99  -103    26    22    50
2013 134  1 21    1.97   -3.44    0.31  -362.8   9.11  -100    29    22    49
2013 134  1 22    1.96   -3.46    0.19  -362.9   9.11  -100    28    22    47
2013 134  1 23    2.34   -3.24   -0.02  -366.4   8.91  -100    32    22    46
2013 134  1 24    2.75   -2.82   -0.07  -367.3   9.01   -97    42    23    45
2013 134  1 25    2.50   -2.93    0.10  -367.2   9.40   -94    48    22    44
2013 134  1 26    2.45   -2.94    0.70  -366.5   9.34   -94    50    23    43
2013 134  1 27    2.47   -2.74    1.19  -365.5   9.26   -94    53    23    43
2013 134  1 28    2.51   -2.56    1.44  -366.1   9.19   -93    58    23    42
2013 134  1 29    2.52   -2.52    1.42  -366.2   9.17   -90    64    23    41
2013 134  1 30    1.60   -3.40    0.52  -366.7   8.58   -87    69    23    40
2013 134  1 31    1.01   -3.97   -0.83  -366.7   8.58   -84    69    23    40
2013 134  1 32    2.01   -3.40    0.95  -369.7   8.89   -84    65    23    39
2013 134  1 33    1.39   -3.99    0.00  -369.7   8.89   -86    65    22    38
2013 134  1 34    1.73   -3.61    0.44  -369.7   8.89   -86    66    22    38
2013 134  1 35    1.74   -3.33    0.59  -366.8   8.75   -83    66    22    37
2013 134  1 36    2.54   -0.58    2.52  -367.1   8.78   -81    63    22    37
2013 134  1 37    2.37   -0.00    2.81  -370.2   9.07   -80    59    21    36
2013 134  1 38    2.54    0.84    2.50  -370.2   9.07   -81    56    21    34
2013 134  1 39    2.55    1.02    2.76  -369.7   8.86   -83    54    21    35
2013 134  1 40    2.60    0.67    2.92  -369.7   8.86   -85    53    21    34
2013 134  1 41    2.47   -0.16    2.81  -368.7   8.43   -84    52    21    34
2013 134  1 42    2.23   -2.26    2.00  -368.7   8.42   -83    53    20    34
2013 134  1 43    1.18   -2.98    0.78 99999.9 999.99   -83    53    20    33
2013 134  1 44    1.47   -3.69    0.79 99999.9 999.99   -85    52    20    34
2013 134  1 45    1.75   -2.20    2.51 99999.9 999.99   -86    50    19    33
2013 134  1 46    0.31    2.67    3.57  -356.5   6.73   -87    45    19    33
2013 134  1 47    0.04    2.92    3.47  -356.9   6.75   -88    41    19    34
2013 134  1 48    1.38   -0.65    3.03  -360.7   7.35   -91    39    19    34
2013 134  1 49    1.29    0.81    3.26  -362.8   8.21   -93    38    18    33
2013 134  1 50    0.52    1.60    3.60  -356.4   7.77   -92    38    18    33
2013 134  1 51   -0.10    2.19    3.30  -344.1   8.11   -93    38    19    33
2013 134  1 52    1.17    1.89    3.78  -361.4   7.25   -95    37    19    32
2013 134  1 53    1.42    1.63    3.97  -364.2   7.45   -97    37    19    32
2013 134  1 54    0.13    2.21    3.94  -363.5   7.31   -94    35    18    32
2013 134  1 55    0.47    2.04    4.06  -357.0   6.67   -91    37    18    32
2013 134  1 56   -0.02    2.67    4.06  -357.0   6.67   -88    31    17    32
2013 134  1 57 9999.99 9999.99 9999.99 99999.9 999.99   -90    28    17    31
2013 134  1 58 9999.99 9999.99 9999.99 99999.9 999.99   -93    27    16    32
2013 134  1 59 9999.99 9999.99 9999.99 99999.9 999.99   -93    26    16    32
2013 134  2  0 9999.99 9999.99 9999.99 99999.9 999.99   -91    24    15    31
2013 134  2  1    0.12    2.88    3.97  -355.8   6.40   -90    23    16    31
2013 134  2  2 9999.99 9999.99 9999.99  -355.8   6.40   -90    24    15    30
2013 134  2  3 9999.99 9999.99 9999.99 99999.9 999.99   -90    24    15    30
2013 134  2  4 9999.99 9999.99 9999.99 99999.9 999.99   -90    23    15    30
2013 134  2  5    0.02    3.04    3.87 99999.9 999.99   -87    23    14    29
2013 134  2  6    0.02    3.04    3.87 99999.9 999.99   -85    22    14    29
2013 134  2  7 9999.99 9999.99 9999.99 99999.9 999.99   -85    22    14    30
2013 134  2  8 9999.99 9999.99 9999.99 99999.9 999.99   -87    21    14    29
2013 134  2  9 9999.99 9999.99 9999.99 99999.9 999.99   -86    23    14    28
2013 134  2 10    0.35    3.12    3.88 99999.9 999.99   -85    22    14    28
2013 134  2 11    0.35    3.12    3.88 99999.9 999.99   -85    22    14    28
2013 134  2 12 9999.99 9999.99 9999.99 99999.9 999.99   -86    24    14    27
2013 134  2 13 9999.99 9999.99 9999.99 99999.9 999.99   -86    23    13    28
2013 134  2 14 9999.99 9999.99 9999.99 99999.9 999.99   -86    23    13    27
2013 134  2 15 9999.99 9999.99 9999.99 99999.9 999.99   -86    24    13    28
2013 134  2 16    0.68    2.92    4.04 99999.9 999.99   -85    24    13    28
2013 134  2 17 9999.99 9999.99 9999.99 99999.9 999.99   -83    23    13    26
2013 134  2 18 9999.99 9999.99 9999.99 99999.9 999.99   -82    22    13    27
2013 134  2 19 9999.99 9999.99 9999.99 99999.9 999.99   -81    22    13    27
2013 134  2 20 9999.99 9999.99 9999.99 99999.9 999.99   -81    22    13    26
2013 134  2 21    0.68    3.01    4.00 99999.9 999.99   -81    21    14    26
2013 134  2 22    0.68    3.01    4.00 99999.9 999.99   -80    21    14    26
2013 134  2 23 9999.99 9999.99 9999.99 99999.9 999.99   -82    22    15    25
2013 134  2 24 9999.99 9999.99 9999.99 99999.9 999.99   -86    26    15    25
2013 134  2 25 9999.99 9999.99 9999.99 99999.9 999.99   -87    29    15    27
2013 134  2 26 9999.99 9999.99 9999.99 99999.9 999.99   -83    31    14    26
2013 134  2 27 9999.99 9999.99 9999.99 99999.9 999.99   -76    33    14    25
2013 134  2 28    0.80    3.19    3.62 99999.9 999.99   -71    32    14    22
2013 134  2 29 9999.99 9999.99 9999.99 99999.9 999.99   -70    30    14    22
2013 134  2 30 9999.99 9999.99 9999.99 99999.9 999.99   -69    44    14    23
2013 134  2 31 9999.99 9999.99 9999.99 99999.9 999.99   -69    28    14    22
2013 134  2 32 9999.99 9999.99 9999.99 99999.9 999.99   -71    27    14    23
2013 134  2 33 9999.99 9999.99 9999.99 99999.9 999.99   -73    27    14    23
2013 134  2 34    0.71    3.15    3.80 99999.9 999.99   -72    26    14    23
2013 134  2 35 9999.99 9999.99 9999.99 99999.9 999.99   -71    26    14    22
2013 134  2 36 9999.99 9999.99 9999.99 99999.9 999.99   -71    24    14    23
2013 134  2 37 9999.99 9999.99 9999.99 99999.9 999.99   -71    22    14    24
2013 134  2 38 9999.99 9999.99 9999.99 99999.9 999.99   -71    21    14    24
2013 134  2 39 9999.99 9999.99 9999.99 99999.9 999.99   -70    21    14    23
2013 134  2 40 9999.99 9999.99 9999.99 99999.9 999.99   -71    21    14    24
2013 134  2 41    0.72    3.22    3.78  -361.0   5.92   -72    22    14    24
2013 134  2 42 9999.99 9999.99 9999.99  -361.0   5.92   -72    23    13    24
2013 134  2 43 9999.99 9999.99 9999.99  -361.0   5.92   -72    20    14    24
2013 134  2 44 9999.99 9999.99 9999.99 99999.9 999.99   -71    18    13    24
2013 134  2 45 9999.99 9999.99 9999.99 99999.9 999.99   -71    18    13    25
2013 134  2 46 9999.99 9999.99 9999.99  -349.2   6.49   -71    19    13    24
2013 134  2 47   -0.70   -0.75    4.18  -350.0   6.69   -72    22    13    25
2013 134  2 48    0.41    1.43    4.11  -353.8   7.72   -73    22    13    25
2013 134  2 49    0.45    2.41    3.78  -357.7   6.95   -74    21    13    25
2013 134  2 50    0.07    2.23    4.07  -354.4   7.07   -74    21    13    26
2013 134  2 51   -0.51    1.62    4.11  -357.1   6.75   -72    20    13    25
2013 134  2 52   -1.71    1.89    3.77  -339.9   7.30   -71    21    13    25
2013 134  2 53   -1.52    0.05    4.55  -340.6   7.33   -71    22    13    25
2013 134  2 54   -1.41    0.71    4.63  -342.5   7.34   -71    22    13    24
2013 134  2 55   -1.07    2.12    4.14  -342.1   6.23   -71    20    13    24
2013 134  2 56   -1.62    2.15    3.96  -342.1   6.23   -72    19    13    25
2013 134  2 57   -0.50    3.00    3.86 99999.9 999.99   -72    19    12    25
2013 134  2 58   -0.46    2.92    3.91  -345.0   6.39   -72    19    12    25
2013 134  2 59   -0.07    2.66    4.17  -351.0   6.30   -73    19    12    26
2013 134  3  0    0.15    2.74    4.21  -354.0   5.77   -74    18    12    25
2013 134  3  1    0.09    2.76    4.16  -353.9   5.76   -72    18    12    25
2013 134  3  2   -0.21    2.64    4.13  -349.3   6.84   -69    17    12    24
2013 134  3  3    0.22    2.04    4.46  -348.4   6.59   -67    16    11    24
2013 134  3  4   -0.14    2.66    4.16  -351.8   6.03   -66    17    12    25
2013 134  3  5   -0.33    2.91    3.84  -353.2   6.83   -67    17    12    24
2013 134  3  6   -0.37    2.91    4.02  -355.5   7.01   -67    17    12    25
2013 134  3  7   -0.59    2.99    3.98  -346.5   5.51   -67    18    12    24
2013 134  3  8   -0.55    3.12    3.91  -348.1   5.81   -66    16    12    24
2013 134  3  9   -0.30    3.07    3.80  -352.9   5.94   -66    16    11    25
2013 134  3 10   -0.50    2.85    4.07  -357.2   6.33   -66    17    11    25
2013 134  3 11   -0.17    3.28    3.91  -345.8   5.92   -68    16    11    25
2013 134  3 12    0.03    3.15    4.01  -347.0   5.51   -70    16    11    26
2013 134  3 13   -0.25    3.08    3.96  -351.6   6.77   -70    15    11    26
2013 134  3 14    0.04    3.39    3.83  -349.7   5.84   -68    16    10    26
2013 134  3 15   -0.48    3.66    3.66  -346.3   5.62   -66    16    10    25
2013 134  3 16   -0.32    3.76    3.63  -344.2   5.86   -64    16    10    25
2013 134  3 17   -0.28    3.89    3.63  -349.2   5.66   -64    16    10    26
2013 134  3 18    0.62    3.98    3.53  -347.7   5.46   -65    17    10    26
2013 134  3 19    0.70    3.64    3.79  -353.0   4.96   -64    18    10    26
2013 134  3 20    1.24    3.53    3.90  -367.0   5.69   -61    19    10    26
2013 134  3 21    1.74    2.92    4.16  -367.1   5.69   -60    19    10    26
2013 134  3 22    1.85    2.20    4.20  -367.9   5.71   -60    19    11    26
2013 134  3 23    2.37    3.04    3.71  -372.3   5.67   -61    19    11    26
2013 134  3 24    2.56    4.04    2.68  -370.3   5.56   -59    18    11    26
2013 134  3 25    1.61    3.60    3.60  -365.2   5.51   -58    17    11    26
2013 134  3 26    0.20    3.10    3.90  -365.1   5.50   -57    17    11    27
2013 134  3 27    1.55    3.57    3.69 99999.9 999.99   -56    20    11    27
2013 134  3 28 9999.99 9999.99 9999.99 99999.9 999.99   -58    20    11    26
2013 134  3 29    1.63    3.82    3.14 99999.9 999.99   -59    18    11    28
2013 134  3 30    0.35    3.14    3.91  -354.0   5.86   -58    18    11    27
2013 134  3 31    1.42    3.59    3.43  -354.0   5.86   -57    17    11    28
2013 134  3 32    1.28    3.55    3.58 99999.9 999.99   -55    17    11    27
2013 134  3 33 9999.99 9999.99 9999.99 99999.9 999.99   -55    17    11    27
2013 134  3 34    1.35    3.61    3.40 99999.9 999.99   -54    17    11    27
2013 134  3 35    1.42    3.71    3.26  -364.4   6.45   -55    16    11    27
2013 134  3 36    1.52    3.52    3.40  -364.4   6.45   -54    17    11    28
2013 134  3 37    1.56    3.58    3.28 99999.9 999.99   -54    17    11    27
2013 134  3 38    3.44    0.22    2.24  -362.5   5.79   -54    19    11    27
2013 134  3 39    3.60   -0.21    2.18  -362.5   5.79   -54    20    11    28
2013 134  3 40    3.29    0.18    2.00  -376.5   8.43   -55    17    10    28
2013 134  3 41    3.91   -0.22    2.94  -376.9   8.24   -56    15    10    28
2013 134  3 42    4.22   -1.07    1.60  -380.9   7.72   -57    16    10    28
2013 134  3 43    3.05    1.11    2.73  -376.6   6.90   -57    16    10    29
2013 134  3 44    3.44    0.25    2.89  -376.9   7.08   -55    17    11    28
2013 134  3 45    2.88    2.08    3.31  -372.6   6.49   -53    16    11    28
2013 134  3 46    3.27    1.20    3.14  -376.9   5.98   -54    17    11    28
2013 134  3 47    3.97   -0.38    2.32  -378.8   7.63   -54    17    11    29
2013 134  3 48    3.50    0.19    2.15  -370.8   6.55   -54    16    11    29
2013 134  3 49    4.32   -0.52    2.03  -376.0   6.70   -51    17    11    28
2013 134  3 50    3.50    0.96    2.91  -379.1   8.47   -51    16    11    28
2013 134  3 51    3.47    1.39    3.62  -377.7   6.97   -52    15    11    28
2013 134  3 52    4.04   -0.12    2.71  -377.4   7.18   -53    20    11    29
2013 134  3 53 9999.99 9999.99 9999.99  -377.5   8.96   -55    18    11    29
2013 134  3 54 9999.99 9999.99 9999.99 99999.9 999.99   -55    17    11    29
2013 134  3 55    4.28   -0.13    3.18 99999.9 999.99   -53    18    11    30
2013 134  3 56 9999.99 9999.99 9999.99 99999.9 999.99   -52    18    11    29
2013 134  3 57 9999.99 9999.99 9999.99 99999.9 999.99   -51    16    11    29
2013 134  3 58    3.89   -0.27    3.53 99999.9 999.99   -50    18    11    28
2013 134  3 59    3.95   -0.89    3.43 99999.9 999.99   -50    20    11    29
2013 134  4  0    3.96   -0.87    3.52 99999.9 999.99   -50    18    12    30
2013 134  4  1    3.87   -0.64    3.51  -380.9   6.06   -49    19    12    30
2013 134  4  2    3.66    0.14    3.86  -380.9   6.06   -46    21    12    29
2013 134  4  3    3.64    0.25    3.90  -378.6   6.41   -44    22    12    27
2013 134  4  4    3.43    0.28    4.07  -378.6   6.41   -43    28    13    28
2013 134  4  5 9999.99 9999.99 9999.99 99999.9 999.99   -43    33    13    28
2013 134  4  6 9999.99 9999.99 9999.99 99999.9 999.99   -42    34    13    28
2013 134  4  7    3.32    1.09    4.04 99999.9 999.99   -39    39    12    27
2013 134  4  8    3.55    0.64    3.93 99999.9 999.99   -39    41    12    27
2013 134  4  9    3.35    1.04    3.95 99999.9 999.99   -41    37    12    28
2013 134  4 10    3.30    1.01    4.00 99999.9 999.99   -42    32    12    28
2013 134  4 11    3.30    1.00    4.02 99999.9 999.99   -43    29    12    28
2013 134  4 12    3.53    0.49    3.99 99999.9 999.99   -43    28    12    29
2013 134  4 13    2.18    2.07    4.31  -364.4   6.68   -43    27    12    29
2013 134  4 14    2.09    2.11    4.23  -371.8   6.42   -43    26    12    29
2013 134  4 15    2.14    2.09    4.30  -371.2   7.29   -44    26    12    29
2013 134  4 16    2.08    2.24    4.38  -369.2   7.53   -45    25    12    29
2013 134  4 17    2.25    2.00    4.42  -371.1   6.03   -45    25    12    29
2013 134  4 18    2.09    2.28    4.43  -370.5   5.92   -46    26    12    30
2013 134  4 19    2.35    2.16    4.42  -371.3   6.01   -47    27    11    29
2013 134  4 20    1.53    2.66    4.67  -371.2   6.03   -48    26    11    29
2013 134  4 21    1.50    2.69    4.69 99999.9 999.99   -49    25    11    29
2013 134  4 22    1.54    2.67    4.70  -366.4   5.76   -49    25    12    29
2013 134  4 23    1.35    2.68    4.75  -366.4   5.76   -48    24    11    29
2013 134  4 24    1.34    2.76    4.68  -366.4   5.76   -48    24    11    28
2013 134  4 25    1.27    2.83    4.63 99999.9 999.99   -48    23    11    27
2013 134  4 26    1.23    2.87    4.58 99999.9 999.99   -49    22    11    27
2013 134  4 27    1.33    2.78    4.59 99999.9 999.99   -50    22    11    27
2013 134  4 28    1.27    2.80    4.60 99999.9 999.99   -50    23    11    28
2013 134  4 29    1.28    2.80    4.60  -364.5   6.73   -49    23    11    27
2013 134  4 30    1.40    2.84    4.61  -364.5   6.73   -48    23    12    28
2013 134  4 31    1.40    2.90    4.72  -364.5   6.73   -47    22    12    26
2013 134  4 32    1.31    2.89    4.70  -364.6   5.66   -47    22    12    27
2013 134  4 33    1.37    2.56    4.63  -364.6   5.66   -47    22    12    26
2013 134  4 34    1.12    2.84    4.44  -364.6   5.66   -48    22    12    26
2013 134  4 35    1.33    2.62    4.54  -362.5   6.23   -49    22    12    26
2013 134  4 36    1.21    2.78    4.62  -362.5   6.23   -48    22    12    26
2013 134  4 37    1.88    1.89    4.55  -365.6   5.80   -47    22    12    25
2013 134  4 38    1.43    2.44    4.32  -363.9   5.80   -46    21    13    25
2013 134  4 39    2.04    1.40    4.48  -366.4   6.64   -46    20    13    24
2013 134  4 40    2.25    1.52    4.29  -369.5   7.43   -47    19    13    24
2013 134  4 41    2.30    1.49    4.26  -370.4   7.63   -46    18    13    25
2013 134  4 42    2.47    1.58    4.15  -370.4   7.63   -46    18    13    24
2013 134  4 43    2.46    1.45    4.21  -373.2   7.36   -45    18    13    24
2013 134  4 44    2.29    1.53    4.28  -373.1   7.37   -44    18    13    23
2013 134  4 45    2.02    1.60    4.42  -371.0   7.52   -44    19    13    23
2013 134  4 46    1.79    1.84    4.48  -369.0   7.28   -44    19    13    23
2013 134  4 47    1.79    1.90    4.45  -368.5   7.21   -44    19    13    22
2013 134  4 48    1.99    1.60    4.47  -369.4   7.52   -43    20    13    22
2013 134  4 49    1.99    1.59    4.47  -369.4   7.52   -43    20    13    22
2013 134  4 50    1.64    2.05    4.50  -367.6   7.23   -43    20    13    21
2013 134  4 51    1.88    1.88    4.52  -367.6   7.23   -43    21    14    22
2013 134  4 52    2.04    1.58    4.47 99999.9 999.99   -43    21    13    21
2013 134  4 53    1.75    1.94    4.24  -369.7   7.65   -43    20    13    21
2013 134  4 54    1.99    1.49    4.47  -369.0   7.65   -42    20    13    21
2013 134  4 55    2.37    1.26    4.02  -370.7   7.25   -41    20    14    21
2013 134  4 56    2.42    1.19    4.01  -372.1   8.11   -41    20    14    21
2013 134  4 57    2.49    1.22    4.18  -373.8   7.77   -41    20    14    20
2013 134  4 58    2.48    1.14    4.21  -372.6   7.01   -41    19    14    20
2013 134  4 59    3.03    0.31    3.47  -374.6   7.86   -41    19    14    20
2013 134  5  0    3.18    0.28    3.18  -376.4   8.79   -40    19    14    19
2013 134  5  1    3.03    0.52    3.54  -375.2   9.11   -39    19    15    19
2013 134  5  2    2.75    0.56    3.68  -374.4   8.72   -39    20    15    19
2013 134  5  3    2.18    1.40    4.05  -372.5   7.62   -38    20    15    19
2013 134  5  4    2.54    1.56    3.99  -374.8   7.57   -38    19    15    18
2013 134  5  5    2.83    1.16    3.84  -377.1   7.44   -38    19    15    18
2013 134  5  6    3.05    1.13    3.59  -378.0   7.53   -38    19    15    18
2013 134  5  7    3.52    0.82    2.89  -378.8   8.08   -38    19    15    18
2013 134  5  8    3.51    0.79    2.95  -379.1   8.27   -37    19    15    18
2013 134  5  9    3.46    1.25    2.82  -380.1   7.77   -36    19    15    18
2013 134  5 10    3.29    1.31    2.97  -380.1   7.77   -35    20    15    18
2013 134  5 11 9999.99 9999.99 9999.99 99999.9 999.99   -35    20    16    17
2013 134  5 12    2.98    0.98    3.69  -374.0   8.78   -35    20    16    17
2013 134  5 13    2.98    0.99    3.69  -374.0   8.78   -35    19    16    17
2013 134  5 14 9999.99 9999.99 9999.99  -374.0   8.78   -35    19    16    17
2013 134  5 15    2.94    0.89    3.77 99999.9 999.99   -35    18    16    17
2013 134  5 16 9999.99 9999.99 9999.99 99999.9 999.99   -34    18    16    17
2013 134  5 17    2.97    0.99    3.85 99999.9 999.99   -34    18    17    18
2013 134  5 18    2.97    0.99    3.85 99999.9 999.99   -33    18    17    18
2013 134  5 19    2.22    1.74    4.00  -374.4   7.72   -32    18    17    18
2013 134  5 20    2.82    1.13    3.96  -374.4   7.72   -30    19    17    18
2013 134  5 21 9999.99 9999.99 9999.99 99999.9 999.99   -30    21    18    17
2013 134  5 22    2.89    0.97    4.03 99999.9 999.99   -29    22    18    17
2013 134  5 23 9999.99 9999.99 9999.99 99999.9 999.99   -28    25    18    17
2013 134  5 24    2.90    1.09    4.05 99999.9 999.99   -27    27    18    17
2013 134  5 25 9999.99 9999.99 9999.99 99999.9 999.99   -27    27    18    17
2013 134  5 26    2.92    1.31    3.99 99999.9 999.99   -27    28    18    16
2013 134  5 27 9999.99 9999.99 9999.99  -375.4   7.47   -28    28    17    17
2013 134  5 28    3.03    1.43    3.93  -375.4   7.47   -28    28    17    17
2013 134  5 29    3.04    1.67    3.69  -375.4   7.47   -28    28    17    17
2013 134  5 30    2.90    1.65    3.39 99999.9 999.99   -29    28    17    17
2013 134  5 31    2.90    1.65    3.39 99999.9 999.99   -29    26    17    17
2013 134  5 32    2.89    1.83    3.29 99999.9 999.99   -29    27    17    17
2013 134  5 33    2.83    1.72    3.34 99999.9 999.99   -29    29    18    17
2013 134  5 34    2.85    1.63    3.33 99999.9 999.99   -28    30    18    17
2013 134  5 35    2.87    1.57    3.39  -373.4   8.47   -28    29    18    16
2013 134  5 36    2.87    1.57    3.38  -373.4   8.47   -29    27    18    17
2013 134  5 37    2.68    1.92    3.40  -373.4   8.47   -29    25    18    17
2013 134  5 38    2.65    2.03    3.29 99999.9 999.99   -28    25    18    17
2013 134  5 39    2.85    0.33    2.64 99999.9 999.99   -27    23    18    18
2013 134  5 40    2.79    0.39    2.74 99999.9 999.99   -26    23    18    17
2013 134  5 41    2.90    1.58    3.57 99999.9 999.99   -26    27    19    16
