   YEAR     MONTH      DAY       HOUR      MIN       SEC       RECNO     KINDAT      KINST       UT1_UNIX        UT2_UNIX       GDLAT      GLON       GDALT       SAT_ID         MLT         MLAT       MLONG         NE       HOR_ION_V VERT_ION_V       BD        B_FORWARD       B_PERP       DIFF_BD      DIFF_B_FOR   DIFF_B_PERP  
     2013         5        14        12         0         0      43200      10117       8100 1368532800.000   1368532801.000      -73.40     118.89     870.64             17     16.97083     -87.79     117.48   8.83220e+10     -778.9       88.0  -4.16080e-05  -8.79000e-07  -5.07400e-06  -1.32000e-07   4.10000e-08   1.31000e-07  
     2013         5        14        12         0         1      43201      10117       8100 1368532801.000   1368532802.000      -73.35     118.79     870.62             17     16.97898     -87.74     117.96   8.80480e+10     -769.8       83.4  -4.16110e-05  -8.58000e-07  -5.07600e-06  -1.31000e-07   4.20000e-08   1.30000e-07  
     2013         5        14        12         0         2      43202      10117       8100 1368532802.000   1368532803.000      -73.30     118.69     870.60             17     16.98713     -87.68     118.43   8.82960e+10     -751.5       83.4  -4.16140e-05  -8.38000e-07  -5.07700e-06  -1.30000e-07   4.30000e-08   1.33000e-07  
     2013         5        14        12         0         3      43203      10117       8100 1368532803.000   1368532804.000      -73.25     118.60     870.59             17     16.99528     -87.63     118.91   8.86190e+10     -760.7       78.8  -4.16170e-05  -8.18000e-07  -5.07700e-06  -1.31000e-07   4.30000e-08   1.37000e-07  
     2013         5        14        12         0         4      43204      10117       8100 1368532804.000   1368532805.000      -73.20     118.50     870.57             17     17.00343     -87.57     119.38   8.87930e+10     -760.7       78.8  -4.16200e-05  -7.98000e-07  -5.07700e-06  -1.30000e-07   4.30000e-08   1.33000e-07  
     2013         5        14        12         0         5      43205      10117       8100 1368532805.000   1368532806.000      -73.15     118.40     870.55             17     17.01157     -87.52     119.86   7.58260e+10     -778.9      115.8  -4.16230e-05  -7.79000e-07  -5.07700e-06  -1.30000e-07   4.10000e-08   1.31000e-07  
     2013         5        14        12         0         6      43206      10117       8100 1368532806.000   1368532807.000      -73.09     118.30     870.53             17     17.01972     -87.46     120.33   4.80320e+10     -838.1      176.0  -4.16260e-05  -7.58000e-07  -5.07700e-06  -1.30000e-07   4.20000e-08   1.32000e-07  
     2013         5        14        12         0         7      43207      10117       8100 1368532807.000   1368532808.000      -73.04     118.21     870.51             17     17.02787     -87.41     120.81   4.80610e+10     -820.0      162.1  -4.16280e-05  -7.39000e-07  -5.07700e-06  -1.30000e-07   4.10000e-08   1.32000e-07  
     2013         5        14        12         0         8      43208      10117       8100 1368532808.000   1368532809.000      -72.99     118.11     870.49             17     17.03602     -87.35     121.29   5.70380e+10     -788.0      134.3  -4.16320e-05  -7.18000e-07  -5.07700e-06  -1.31000e-07   4.20000e-08   1.33000e-07  
     2013         5        14        12         0         9      43209      10117       8100 1368532809.000   1368532810.000      -72.94     118.01     870.47             17     17.04417     -87.30     121.76   5.83820e+10     -756.1      134.3  -4.16330e-05  -6.99000e-07  -5.07700e-06  -1.31000e-07   4.10000e-08   1.34000e-07  
     2013         5        14        12         0        10      43210      10117       8100 1368532810.000   1368532811.000      -72.89     117.91     870.45             17     17.05231     -87.24     122.24   4.20440e+10     -806.3      176.0  -4.16370e-05  -6.79000e-07  -5.07800e-06  -1.32000e-07   4.10000e-08   1.33000e-07  
     2013         5        14        12         0        11      43211      10117       8100 1368532811.000   1368532812.000      -72.84     117.81     870.43             17     17.06046     -87.19     122.71   4.78190e+10     -810.9      148.2  -4.16390e-05  -6.60000e-07  -5.07800e-06  -1.31000e-07   4.00000e-08   1.31000e-07  
     2013         5        14        12         0        12      43212      10117       8100 1368532812.000   1368532813.000      -72.79     117.72     870.41             17     17.06861     -87.13     123.19   5.18030e+10     -797.2      143.6           nan           nan           nan           nan           nan           nan  
     2013         5        14        12         0        13      43213      10117       8100 1368532813.000   1368532814.000      -72.74     117.62     870.39             17     17.07676     -87.08     123.66   4.35360e+10     -815.4      176.0  -4.16440e-05  -6.16000e-07  -5.07800e-06  -1.28000e-07   4.40000e-08   1.31000e-07  
     2013         5        14        12         0        14      43214      10117       8100 1368532814.000   1368532815.000      -72.69     117.52     870.37             17     17.08491     -87.02     124.14   4.61770e+10     -779.0      166.8  -4.16470e-05  -5.96000e-07  -5.07800e-06  -1.27000e-07   4.40000e-08   1.31000e-07  
     2013         5        14        12         0        15      43215      10117       8100 1368532815.000   1368532816.000      -72.64     117.42     870.35             17     17.09306     -86.97     124.62   3.56700e+10     -810.9      171.4  -4.16490e-05  -5.77000e-07  -5.07800e-06  -1.28000e-07   4.30000e-08   1.31000e-07  
     2013         5        14        12         0        16      43216      10117       8100 1368532816.000   1368532817.000      -72.59     117.32     870.33             17     17.10120     -86.91     125.09   3.49630e+10     -820.0      176.0  -4.16530e-05  -5.56000e-07  -5.07800e-06  -1.29000e-07   4.30000e-08   1.30000e-07  
     2013         5        14        12         0        17      43217      10117       8100 1368532817.000   1368532818.000      -72.54     117.23     870.31             17     17.10935     -86.86     125.57   3.48450e+10     -838.2      180.6  -4.16540e-05  -5.37000e-07  -5.07800e-06  -1.28000e-07   4.10000e-08   1.28000e-07  
     2013         5        14        12         0        18      43218      10117       8100 1368532818.000   1368532819.000      -72.48     117.13     870.29             17     17.11750     -86.80     126.04   3.03730e+10     -833.6      199.2  -4.16570e-05  -5.16000e-07  -5.07800e-06  -1.28000e-07   4.20000e-08   1.29000e-07  
     2013         5        14        12         0        19      43219      10117       8100 1368532819.000   1368532820.000      -72.43     117.03     870.27             17     17.12565     -86.75     126.52   2.86920e+10     -829.1      189.9  -4.16590e-05  -4.97000e-07  -5.07800e-06  -1.29000e-07   4.20000e-08   1.30000e-07  
     2013         5        14        12         0        20      43220      10117       8100 1368532820.000   1368532821.000      -72.38     116.93     870.25             17     17.13380     -86.69     126.99   2.57920e+10     -838.2      189.9  -4.16620e-05  -4.76000e-07  -5.07800e-06  -1.30000e-07   4.30000e-08   1.29000e-07  
     2013         5        14        12         0        21      43221      10117       8100 1368532821.000   1368532822.000      -72.33     116.84     870.24             17     17.14194     -86.64     127.47   2.28130e+10     -856.4      185.3  -4.16640e-05  -4.57000e-07  -5.07800e-06  -1.31000e-07   4.30000e-08   1.31000e-07  
     2013         5        14        12         0        22      43222      10117       8100 1368532822.000   1368532823.000      -72.28     116.74     870.22             17     17.15009     -86.58     127.94   2.47460e+10     -860.9      162.1  -4.16670e-05  -4.36000e-07  -5.07800e-06  -1.29000e-07   4.30000e-08   1.30000e-07  
     2013         5        14        12         0        23      43223      10117       8100 1368532823.000   1368532824.000      -72.23     116.64     870.20             17     17.15824     -86.53     128.42   2.51780e+10     -847.3      157.5  -4.16680e-05  -4.16000e-07  -5.07700e-06  -1.27000e-07   4.20000e-08   1.29000e-07  
     2013         5        14        12         0        24      43224      10117       8100 1368532824.000   1368532825.000      -72.18     116.54     870.18             17     17.16639     -86.47     128.90   2.22150e+10     -865.5      180.6  -4.16700e-05  -3.96000e-07  -5.07700e-06  -1.26000e-07   4.20000e-08   1.29000e-07  
     2013         5        14        12         0        25      43225      10117       8100 1368532825.000   1368532826.000      -72.13     116.44     870.16             17     17.17454     -86.42     129.37   2.11470e+10     -870.0      176.0  -4.16720e-05  -3.75000e-07  -5.07500e-06  -1.26000e-07   4.40000e-08   1.31000e-07  
     2013         5        14        12         0        26      43226      10117       8100 1368532826.000   1368532827.000      -72.08     116.35     870.14             17     17.18269     -86.36     129.85   2.05190e+10     -870.0      180.6  -4.16750e-05  -3.56000e-07  -5.07500e-06  -1.28000e-07   4.30000e-08   1.32000e-07  
     2013         5        14        12         0        27      43227      10117       8100 1368532827.000   1368532828.000      -72.03     116.25     870.12             17     17.19083     -86.31     130.32   1.72610e+10     -870.0      208.4  -4.16760e-05  -3.35000e-07  -5.07500e-06  -1.28000e-07   4.40000e-08   1.32000e-07  
     2013         5        14        12         0        28      43228      10117       8100 1368532828.000   1368532829.000      -71.98     116.15     870.10             17     17.19898     -86.25     130.80   1.54600e+10     -906.3      208.4  -4.16790e-05  -3.15000e-07  -5.07400e-06  -1.28000e-07   4.40000e-08   1.32000e-07  
     2013         5        14        12         0        29      43229      10117       8100 1368532829.000   1368532830.000      -71.93     116.05     870.08             17     17.20713     -86.20     131.27   1.64010e+10     -906.3      194.5  -4.16810e-05  -2.94000e-07  -5.07300e-06  -1.30000e-07   4.60000e-08   1.35000e-07  
     2013         5        14        12         0        30      43230      10117       8100 1368532830.000   1368532831.000      -71.88     115.95     870.06             17     17.21528     -86.15     131.75   1.63570e+10     -924.5      194.5  -4.16840e-05  -2.74000e-07  -5.07300e-06  -1.30000e-07   4.40000e-08   1.34000e-07  
     2013         5        14        12         0        31      43231      10117       8100 1368532831.000   1368532832.000      -71.82     115.86     870.04             17     17.22343     -86.09     132.23   1.93360e+10     -924.5      180.6  -4.16850e-05  -2.53000e-07  -5.07200e-06  -1.30000e-07   4.50000e-08   1.34000e-07  
     2013         5        14        12         0        32      43232      10117       8100 1368532832.000   1368532833.000      -71.77     115.76     870.02             17     17.23157     -86.04     132.70   2.00100e+10     -924.5      180.6  -4.16860e-05  -2.33000e-07  -5.07200e-06  -1.29000e-07   4.40000e-08   1.32000e-07  
     2013         5        14        12         0        33      43233      10117       8100 1368532833.000   1368532834.000      -71.72     115.66     870.00             17     17.23972     -85.98     133.18   1.82550e+10     -924.5      166.8  -4.16880e-05  -2.12000e-07  -5.07200e-06  -1.29000e-07   4.60000e-08   1.32000e-07  
     2013         5        14        12         0        34      43234      10117       8100 1368532834.000   1368532835.000      -71.67     115.56     869.98             17     17.24787     -85.93     133.65   1.70850e+10     -883.7      166.8  -4.16900e-05  -1.92000e-07  -5.07200e-06  -1.30000e-07   4.60000e-08   1.32000e-07  
     2013         5        14        12         0        35      43235      10117       8100 1368532835.000   1368532836.000      -71.62     115.47     869.96             17     17.25602     -85.87     134.13   2.07770e+10     -883.7      152.9  -4.16920e-05  -1.71000e-07  -5.07200e-06  -1.28000e-07   4.50000e-08   1.29000e-07  
     2013         5        14        12         0        36      43236      10117       8100 1368532836.000   1368532837.000      -71.57     115.37     869.94             17     17.26417     -85.82     134.60   1.95100e+10     -870.0      152.9  -4.16940e-05  -1.52000e-07  -5.07100e-06  -1.26000e-07   4.40000e-08   1.27000e-07  
     2013         5        14        12         0        37      43237      10117       8100 1368532837.000   1368532838.000      -71.52     115.27     869.92             17     17.27231     -85.76     135.08   1.65450e+10     -870.0      152.9  -4.16960e-05  -1.30000e-07  -5.07100e-06  -1.26000e-07   4.60000e-08   1.28000e-07  
     2013         5        14        12         0        38      43238      10117       8100 1368532838.000   1368532839.000      -71.47     115.17     869.90             17     17.28046     -85.71     135.56   1.63240e+10     -870.0      152.9  -4.16980e-05  -1.11000e-07  -5.07100e-06  -1.28000e-07   4.60000e-08   1.30000e-07  
     2013         5        14        12         0        39      43239      10117       8100 1368532839.000   1368532840.000      -71.42     115.07     869.89             17     17.28861     -85.65     136.03   1.58670e+10     -870.0      166.8  -4.16990e-05  -9.00000e-08  -5.07000e-06  -1.28000e-07   4.70000e-08   1.30000e-07  
     2013         5        14        12         0        40      43240      10117       8100 1368532840.000   1368532841.000      -71.37     114.98     869.87             17     17.29676     -85.60     136.51   1.54870e+10     -870.0      166.8  -4.17000e-05  -6.90000e-08  -5.07000e-06  -1.28000e-07   4.90000e-08   1.32000e-07  
     2013         5        14        12         0        41      43241      10117       8100 1368532841.000   1368532842.000      -71.32     114.88     869.85             17     17.30491     -85.54     136.98   1.43780e+10     -870.0      152.9  -4.17010e-05  -4.90000e-08  -5.06800e-06  -1.28000e-07   4.80000e-08   1.34000e-07  
     2013         5        14        12         0        42      43242      10117       8100 1368532842.000   1368532843.000      -71.27     114.78     869.83             17     17.31306     -85.49     137.46   1.53470e+10     -870.0      152.9  -4.17030e-05  -2.80000e-08  -5.06700e-06  -1.28000e-07   4.90000e-08   1.33000e-07  
     2013         5        14        12         0        43      43243      10117       8100 1368532843.000   1368532844.000      -71.21     114.68     869.81             17     17.32120     -85.43     137.93   1.66150e+10     -870.0      125.1  -4.17050e-05  -8.00000e-09  -5.06800e-06  -1.30000e-07   5.00000e-08   1.34000e-07  
     2013         5        14        12         0        44      43244      10117       8100 1368532844.000   1368532845.000      -71.16     114.59     869.79             17     17.32935     -85.38     138.41   1.82280e+10     -842.8      125.1  -4.17050e-05   1.30000e-08  -5.06700e-06  -1.29000e-07   5.00000e-08   1.34000e-07  
     2013         5        14        12         0        45      43245      10117       8100 1368532845.000   1368532846.000      -71.11     114.49     869.77             17     17.33750     -85.32     138.89   1.76410e+10     -842.8      125.1  -4.17070e-05   3.30000e-08  -5.06700e-06  -1.28000e-07   4.80000e-08   1.31000e-07  
     2013         5        14        12         0        46      43246      10117       8100 1368532846.000   1368532847.000      -71.06     114.39     869.75             17     17.34565     -85.27     139.36   1.77880e+10     -842.8      125.1  -4.17080e-05   5.40000e-08  -5.06600e-06  -1.25000e-07   4.90000e-08   1.30000e-07  
     2013         5        14        12         0        47      43247      10117       8100 1368532847.000   1368532848.000      -71.01     114.29     869.73             17     17.35380     -85.21     139.84   1.71240e+10     -842.8      125.1  -4.17100e-05   7.50000e-08  -5.06600e-06  -1.25000e-07   4.90000e-08   1.28000e-07  
     2013         5        14        12         0        48      43248      10117       8100 1368532848.000   1368532849.000      -70.96     114.19     869.71             17     17.36194     -85.16     140.31   1.38340e+10     -856.4      125.1  -4.17110e-05   9.60000e-08  -5.06600e-06  -1.26000e-07   5.10000e-08   1.29000e-07  
     2013         5        14        12         0        49      43249      10117       8100 1368532849.000   1368532850.000      -70.91     114.10     869.69             17     17.37009     -85.10     140.79   1.28620e+10     -856.4      125.1  -4.17120e-05   1.16000e-07  -5.06500e-06  -1.28000e-07   5.30000e-08   1.35000e-07  
     2013         5        14        12         0        50      43250      10117       8100 1368532850.000   1368532851.000      -70.86     114.00     869.67             17     17.37824     -85.05     141.26   1.27830e+10     -842.8      125.1  -4.17120e-05   1.37000e-07  -5.06500e-06  -1.27000e-07   5.40000e-08   1.34000e-07  
     2013         5        14        12         0        51      43251      10117       8100 1368532851.000   1368532852.000      -70.81     113.90     869.65             17     17.38639     -84.99     141.74   1.09120e+10     -842.8      139.0  -4.17140e-05   1.57000e-07  -5.06400e-06  -1.27000e-07   5.20000e-08   1.32000e-07  
     2013         5        14        12         0        52      43252      10117       8100 1368532852.000   1368532853.000      -70.76     113.80     869.63             17     17.39454     -84.94     142.21   1.08590e+10     -842.8      139.0  -4.17150e-05   1.77000e-07  -5.06300e-06  -1.27000e-07   5.30000e-08   1.32000e-07  
     2013         5        14        12         0        53      43253      10117       8100 1368532853.000   1368532854.000      -70.71     113.70     869.61             17     17.40269     -84.88     142.69   1.08100e+10     -842.8      139.0  -4.17160e-05   1.98000e-07  -5.06200e-06  -1.27000e-07   5.20000e-08   1.30000e-07  
     2013         5        14        12         0        54      43254      10117       8100 1368532854.000   1368532855.000      -70.66     113.61     869.59             17     17.41083     -84.83     143.17   9.95730e+09     -870.0      139.0  -4.17170e-05   2.19000e-07  -5.06200e-06  -1.28000e-07   5.20000e-08   1.29000e-07  
     2013         5        14        12         0        55      43255      10117       8100 1368532855.000   1368532856.000      -70.60     113.51     869.57             17     17.41898     -84.77     143.64   9.83550e+09     -870.0      139.0  -4.17180e-05   2.38000e-07  -5.06100e-06  -1.28000e-07   5.20000e-08   1.31000e-07  
     2013         5        14        12         0        56      43256      10117       8100 1368532856.000   1368532857.000      -70.55     113.41     869.55             17     17.42713     -84.72     144.12   1.07470e+10     -883.7      139.0  -4.17200e-05   2.59000e-07  -5.05900e-06  -1.27000e-07   5.20000e-08   1.30000e-07  
     2013         5        14        12         0        57      43257      10117       8100 1368532857.000   1368532858.000      -70.50     113.31     869.54             17     17.43528     -84.66     144.59   1.25140e+10     -883.7      125.1  -4.17200e-05   2.79000e-07  -5.05900e-06  -1.26000e-07   5.30000e-08   1.32000e-07  
     2013         5        14        12         0        58      43258      10117       8100 1368532858.000   1368532859.000      -70.45     113.22     869.52             17     17.44343     -84.61     145.07   1.33720e+10     -870.1      125.1  -4.17210e-05   2.99000e-07  -5.05800e-06  -1.25000e-07   5.30000e-08   1.32000e-07  
     2013         5        14        12         0        59      43259      10117       8100 1368532859.000   1368532860.000      -70.40     113.12     869.50             17     17.45157     -84.55     145.54   1.38610e+10     -870.1       97.3  -4.17200e-05   3.19000e-07  -5.05700e-06  -1.24000e-07   5.20000e-08   1.30000e-07  
     2013         5        14        12         1         0      43260      10117       8100 1368532860.000   1368532861.000      -70.35     113.02     869.48             17     17.45972     -84.50     146.02   1.38210e+10     -883.7       97.3  -4.17210e-05   3.39000e-07  -5.05700e-06  -1.24000e-07   5.10000e-08   1.29000e-07  
     2013         5        14        12         1         1      43261      10117       8100 1368532861.000   1368532862.000      -70.30     112.95     869.46             17     17.45866     -84.44     146.08   1.29040e+10     -883.7       97.3  -4.17230e-05   3.59000e-07  -5.05600e-06  -1.26000e-07   5.20000e-08   1.30000e-07  
     2013         5        14        12         1         2      43262      10117       8100 1368532862.000   1368532863.000      -70.24     112.87     869.44             17     17.45760     -84.39     146.14   1.23580e+10     -897.3       97.3  -4.17230e-05   3.79000e-07  -5.05400e-06  -1.27000e-07   5.30000e-08   1.34000e-07  
     2013         5        14        12         1         3      43263      10117       8100 1368532863.000   1368532864.000      -70.19     112.80     869.42             17     17.45654     -84.33     146.20   1.20250e+10     -897.3       97.3  -4.17240e-05   4.00000e-07  -5.05400e-06  -1.27000e-07   5.30000e-08   1.33000e-07  
     2013         5        14        12         1         4      43264      10117       8100 1368532864.000   1368532865.000      -70.14     112.73     869.40             17     17.45548     -84.28     146.26   1.19770e+10     -897.3       97.3  -4.17240e-05   4.19000e-07  -5.05300e-06  -1.26000e-07   5.10000e-08   1.30000e-07  
     2013         5        14        12         1         5      43265      10117       8100 1368532865.000   1368532866.000      -70.08     112.66     869.38             17     17.45442     -84.22     146.32   1.16860e+10     -897.3       83.4  -4.17250e-05   4.40000e-07  -5.05200e-06  -1.27000e-07   5.00000e-08   1.29000e-07  
     2013         5        14        12         1         6      43266      10117       8100 1368532866.000   1368532867.000      -70.03     112.58     869.36             17     17.45336     -84.17     146.38   1.12940e+10     -910.9       83.4  -4.17260e-05   4.59000e-07  -5.05200e-06  -1.26000e-07   4.90000e-08   1.28000e-07  
     2013         5        14        12         1         7      43267      10117       8100 1368532867.000   1368532868.000      -69.98     112.51     869.34             17     17.45230     -84.11     146.44   1.11610e+10     -910.9       69.5  -4.17260e-05   4.80000e-07  -5.05100e-06  -1.25000e-07   5.10000e-08   1.31000e-07  
     2013         5        14        12         1         8      43268      10117       8100 1368532868.000   1368532869.000      -69.93     112.44     869.32             17     17.45124     -84.06     146.50   1.12960e+10     -910.9       69.5  -4.17270e-05   4.99000e-07  -5.05000e-06  -1.25000e-07   5.00000e-08   1.31000e-07  
     2013         5        14        12         1         9      43269      10117       8100 1368532869.000   1368532870.000      -69.87     112.36     869.30             17     17.45018     -84.00     146.56   1.14020e+10     -910.9       55.6  -4.17270e-05   5.20000e-07  -5.04800e-06  -1.24000e-07   4.90000e-08   1.30000e-07  
     2013         5        14        12         1        10      43270      10117       8100 1368532870.000   1368532871.000      -69.82     112.29     869.28             17     17.44912     -83.95     146.62   1.14230e+10     -897.3       55.6  -4.17270e-05   5.39000e-07  -5.04700e-06  -1.23000e-07   4.90000e-08   1.28000e-07  
     2013         5        14        12         1        11      43271      10117       8100 1368532871.000   1368532872.000      -69.77     112.22     869.26             17     17.44806     -83.89     146.69   1.21960e+10     -897.3       41.7  -4.17260e-05   5.60000e-07  -5.04600e-06  -1.24000e-07   5.00000e-08   1.31000e-07  
     2013         5        14        12         1        12      43272      10117       8100 1368532872.000   1368532873.000      -69.71     112.14     869.24             17     17.44700     -83.84     146.75   1.21210e+10     -897.3       41.7  -4.17270e-05   5.79000e-07  -5.04500e-06  -1.26000e-07   5.10000e-08   1.34000e-07  
     2013         5        14        12         1        13      43273      10117       8100 1368532873.000   1368532874.000      -69.66     112.07     869.22             17     17.44594     -83.78     146.81   1.25330e+10     -897.3       41.7  -4.17270e-05   6.00000e-07  -5.04400e-06  -1.26000e-07   5.10000e-08   1.33000e-07  
     2013         5        14        12         1        14      43274      10117       8100 1368532874.000   1368532875.000      -69.61     112.00     869.20             17     17.44488     -83.73     146.87   1.28420e+10     -910.9       41.7  -4.17270e-05   6.20000e-07  -5.04400e-06  -1.25000e-07   4.90000e-08   1.31000e-07  
     2013         5        14        12         1        15      43275      10117       8100 1368532875.000   1368532876.000      -69.55     111.92     869.19             17     17.44382     -83.67     146.93   1.28800e+10     -910.9       41.7  -4.17270e-05   6.40000e-07  -5.04300e-06  -1.23000e-07   4.80000e-08   1.31000e-07  
     2013         5        14        12         1        16      43276      10117       8100 1368532876.000   1368532877.000      -69.50     111.85     869.17             17     17.44276     -83.61     146.99   1.28330e+10     -897.3       41.7  -4.17270e-05   6.59000e-07  -5.04200e-06  -1.22000e-07   4.70000e-08   1.30000e-07  
     2013         5        14        12         1        17      43277      10117       8100 1368532877.000   1368532878.000      -69.45     111.78     869.15             17     17.44170     -83.56     147.05   1.27830e+10     -897.3       27.8  -4.17270e-05   6.80000e-07  -5.04000e-06  -1.22000e-07   4.90000e-08   1.33000e-07  
     2013         5        14        12         1        18      43278      10117       8100 1368532878.000   1368532879.000      -69.40     111.71     869.13             17     17.44064     -83.50     147.11   1.28120e+10     -883.7       27.8  -4.17260e-05   7.01000e-07  -5.03900e-06  -1.22000e-07   5.10000e-08   1.35000e-07  
     2013         5        14        12         1        19      43279      10117       8100 1368532879.000   1368532880.000      -69.34     111.63     869.11             17     17.43958     -83.45     147.17   1.27100e+10     -883.7       27.8  -4.17260e-05   7.21000e-07  -5.03900e-06  -1.23000e-07   5.10000e-08   1.35000e-07  
     2013         5        14        12         1        20      43280      10117       8100 1368532880.000   1368532881.000      -69.29     111.56     869.09             17     17.43852     -83.39     147.23   1.23490e+10     -897.3       27.8  -4.17260e-05   7.41000e-07  -5.03800e-06  -1.22000e-07   5.00000e-08   1.32000e-07  
     2013         5        14        12         1        21      43281      10117       8100 1368532881.000   1368532882.000      -69.24     111.49     869.07             17     17.43746     -83.34     147.29   1.22500e+10     -897.3       27.8  -4.17260e-05   7.61000e-07  -5.03600e-06  -1.22000e-07   4.90000e-08   1.29000e-07  
     2013         5        14        12         1        22      43282      10117       8100 1368532882.000   1368532883.000      -69.18     111.41     869.05             17     17.43640     -83.28     147.35   1.25320e+10     -897.3       27.8  -4.17260e-05   7.82000e-07  -5.03600e-06  -1.22000e-07   4.90000e-08   1.29000e-07  
     2013         5        14        12         1        23      43283      10117       8100 1368532883.000   1368532884.000      -69.13     111.34     869.03             17     17.43534     -83.23     147.41   1.24660e+10     -897.3       13.9  -4.17260e-05   8.02000e-07  -5.03500e-06  -1.24000e-07   5.00000e-08   1.30000e-07  
     2013         5        14        12         1        24      43284      10117       8100 1368532884.000   1368532885.000      -69.08     111.27     869.01             17     17.43428     -83.17     147.47   1.09480e+10     -870.1       13.9  -4.17260e-05   8.22000e-07  -5.03400e-06  -1.25000e-07   5.20000e-08   1.31000e-07  
     2013         5        14        12         1        25      43285      10117       8100 1368532885.000   1368532886.000      -69.02     111.19     868.99             17     17.43322     -83.12     147.53   1.04810e+10     -870.1        0.0  -4.17250e-05   8.43000e-07  -5.03400e-06  -1.24000e-07   5.30000e-08   1.32000e-07  
     2013         5        14        12         1        26      43286      10117       8100 1368532886.000   1368532887.000      -68.97     111.12     868.97             17     17.43216     -83.06     147.59   1.05970e+10     -856.5        0.0  -4.17250e-05   8.64000e-07  -5.03300e-06  -1.22000e-07   5.30000e-08   1.28000e-07  
     2013         5        14        12         1        27      43287      10117       8100 1368532887.000   1368532888.000      -68.92     111.05     868.95             17     17.43110     -83.01     147.65   1.07340e+10     -856.5        0.0  -4.17250e-05   8.84000e-07  -5.03100e-06  -1.21000e-07   5.10000e-08   1.30000e-07  
     2013         5        14        12         1        28      43288      10117       8100 1368532888.000   1368532889.000      -68.87     110.98     868.93             17     17.43004     -82.95     147.71   1.16650e+10     -856.5        0.0  -4.17250e-05   9.05000e-07  -5.02900e-06  -1.21000e-07   5.20000e-08   1.29000e-07  
     2013         5        14        12         1        29      43289      10117       8100 1368532889.000   1368532890.000      -68.81     110.90     868.91             17     17.42898     -82.90     147.77   1.18350e+10     -856.5       13.9  -4.17230e-05   9.25000e-07  -5.02900e-06  -1.21000e-07   5.10000e-08   1.27000e-07  
     2013         5        14        12         1        30      43290      10117       8100 1368532890.000   1368532891.000      -68.76     110.83     868.89             17     17.42792     -82.84     147.84   1.18560e+10     -815.5       13.9  -4.17230e-05   9.47000e-07  -5.02800e-06  -1.22000e-07   5.40000e-08   1.29000e-07  
     2013         5        14        12         1        31      43291      10117       8100 1368532891.000   1368532892.000      -68.71     110.76     868.87             17     17.42686     -82.78     147.90   1.17510e+10     -815.5       13.9  -4.17230e-05   9.67000e-07  -5.02800e-06  -1.23000e-07   5.50000e-08   1.31000e-07  
     2013         5        14        12         1        32      43292      10117       8100 1368532892.000   1368532893.000      -68.65     110.68     868.85             17     17.42580     -82.73     147.96   1.15100e+10     -801.8       13.9  -4.17230e-05   9.89000e-07  -5.02600e-06  -1.24000e-07   5.70000e-08   1.33000e-07  
     2013         5        14        12         1        33      43293      10117       8100 1368532893.000   1368532894.000      -68.60     110.61     868.84             17     17.42474     -82.67     148.02   1.15010e+10     -801.8        0.0  -4.17210e-05   1.00900e-06  -5.02400e-06  -1.24000e-07   5.70000e-08   1.32000e-07  
     2013         5        14        12         1        34      43294      10117       8100 1368532894.000   1368532895.000      -68.55     110.54     868.82             17     17.42368     -82.62     148.08   1.07120e+10     -815.5        0.0  -4.17200e-05   1.03000e-06  -5.02300e-06  -1.24000e-07   5.90000e-08   1.33000e-07  
     2013         5        14        12         1        35      43295      10117       8100 1368532895.000   1368532896.000      -68.50     110.47     868.80             17     17.42262     -82.56     148.14   1.01410e+10     -815.5       27.8  -4.17190e-05   1.05100e-06  -5.02100e-06  -1.23000e-07   5.80000e-08   1.31000e-07  
     2013         5        14        12         1        36      43296      10117       8100 1368532896.000   1368532897.000      -68.44     110.39     868.78             17     17.42156     -82.51     148.20   1.03130e+10     -801.8       27.8  -4.17190e-05   1.07200e-06  -5.02100e-06  -1.22000e-07   5.80000e-08   1.29000e-07  
     2013         5        14        12         1        37      43297      10117       8100 1368532897.000   1368532898.000      -68.39     110.32     868.76             17     17.42050     -82.45     148.26   1.03530e+10     -801.8       55.6  -4.17190e-05   1.09300e-06  -5.02000e-06  -1.21000e-07   5.80000e-08   1.28000e-07  
     2013         5        14        12         1        38      43298      10117       8100 1368532898.000   1368532899.000      -68.34     110.25     868.74             17     17.41944     -82.40     148.32   1.04630e+10     -815.5       55.6  -4.17170e-05   1.11300e-06  -5.01900e-06  -1.20000e-07   5.70000e-08   1.27000e-07  
     2013         5        14        12         1        39      43299      10117       8100 1368532899.000   1368532900.000      -68.28     110.17     868.72             17     17.41838     -82.34     148.38   1.05920e+10     -815.5       41.7  -4.17160e-05   1.13500e-06  -5.01800e-06  -1.20000e-07   5.90000e-08   1.27000e-07  
     2013         5        14        12         1        40      43300      10117       8100 1368532900.000   1368532901.000      -68.23     110.10     868.70             17     17.41731     -82.29     148.44   1.24430e+10     -842.8       41.7  -4.17140e-05   1.15600e-06  -5.01700e-06  -1.20000e-07   6.10000e-08   1.30000e-07  
     2013         5        14        12         1        41      43301      10117       8100 1368532901.000   1368532902.000      -68.18     110.03     868.68             17     17.41625     -82.23     148.50   1.33700e+10     -842.8       27.8  -4.17130e-05   1.17700e-06  -5.01500e-06  -1.21000e-07   6.40000e-08   1.31000e-07  
